id,word,url
115,an example of,https://www.oxfordlearnersdictionaries.com/definition/academic/example#example__15
116,an idea of,https://www.oxfordlearnersdictionaries.com/definition/academic/idea#idea__338
117,an impact on,https://www.oxfordlearnersdictionaries.com/definition/academic/impact1#impact1__19
118,an important role in,https://www.oxfordlearnersdictionaries.com/definition/academic/role#role__15
119,an important role to play in,https://www.oxfordlearnersdictionaries.com/definition/academic/role#role__15
120,an integral part of,https://www.oxfordlearnersdictionaries.com/definition/academic/integral1#integral1__18
121,an understanding of,https://www.oxfordlearnersdictionaries.com/definition/academic/understanding#understanding__15
122,an/the increase in,https://www.oxfordlearnersdictionaries.com/definition/academic/increase2#increase2__18
123,analyse,https://www.oxfordlearnersdictionaries.com/definition/academic/analyse
124,analysis,https://www.oxfordlearnersdictionaries.com/definition/academic/analysis
125,analyst,https://www.oxfordlearnersdictionaries.com/definition/academic/analyst
126,analytical,https://www.oxfordlearnersdictionaries.com/definition/academic/analytical
127,and all the rest of it,https://www.oxfordlearnersdictionaries.com/definition/academic/rest1
128,and so on,https://www.oxfordlearnersdictionaries.com/definition/academic/so1
129,and so on (and so forth),https://www.oxfordlearnersdictionaries.com/definition/academic/so1
130,and things like that,https://www.oxfordlearnersdictionaries.com/definition/academic/thing#thing__15
131,(and) you can see that,
132,animal,https://www.oxfordlearnersdictionaries.com/definition/academic/animal
133,annual,https://www.oxfordlearnersdictionaries.com/definition/academic/annual
134,answer,https://www.oxfordlearnersdictionaries.com/definition/academic/answer1
135,answer,https://www.oxfordlearnersdictionaries.com/definition/academic/answer2
136,anxiety,https://www.oxfordlearnersdictionaries.com/definition/academic/anxiety
137,apparent,https://www.oxfordlearnersdictionaries.com/definition/academic/apparent
138,appear,https://www.oxfordlearnersdictionaries.com/definition/academic/appear
139,appears to be,https://www.oxfordlearnersdictionaries.com/definition/academic/appear#appear__53
140,applicable,https://www.oxfordlearnersdictionaries.com/definition/academic/applicable
141,application,https://www.oxfordlearnersdictionaries.com/definition/academic/application
142,apply,https://www.oxfordlearnersdictionaries.com/definition/academic/apply
143,approach,https://www.oxfordlearnersdictionaries.com/definition/academic/approach1
144,appropriate,https://www.oxfordlearnersdictionaries.com/definition/academic/appropriate1
145,appropriately,https://www.oxfordlearnersdictionaries.com/definition/academic/appropriately
146,approximately,https://www.oxfordlearnersdictionaries.com/definition/academic/approximately
147,approximation,https://www.oxfordlearnersdictionaries.com/definition/academic/approximation
148,are based on,https://www.oxfordlearnersdictionaries.com/definition/academic/base1
149,are there any questions?,https://www.oxfordlearnersdictionaries.com/definition/academic/question1#question1__15
150,(are) less likely to,https://www.oxfordlearnersdictionaries.com/definition/academic/likely1#likely1__82
151,area,https://www.oxfordlearnersdictionaries.com/definition/academic/area
152,arguably,https://www.oxfordlearnersdictionaries.com/definition/academic/arguably
153,argue,https://www.oxfordlearnersdictionaries.com/definition/academic/argue
154,argue(s) that,https://www.oxfordlearnersdictionaries.com/definition/academic/argue#argue__53
155,argument,https://www.oxfordlearnersdictionaries.com/definition/academic/argument
156,arise,https://www.oxfordlearnersdictionaries.com/definition/academic/arise
157,arrangement,https://www.oxfordlearnersdictionaries.com/definition/academic/arrangement
158,article,https://www.oxfordlearnersdictionaries.com/definition/academic/article
159,as a result (of),https://www.oxfordlearnersdictionaries.com/definition/academic/result1#result1__15
160,as a whole,https://www.oxfordlearnersdictionaries.com/definition/academic/whole2
161,as follows,https://www.oxfordlearnersdictionaries.com/definition/academic/follow#follow__53
162,as i said,https://www.oxfordlearnersdictionaries.com/definition/academic/say1#say1__53
163,as i say,https://www.oxfordlearnersdictionaries.com/definition/academic/say1#say1__53
164,as in,https://www.oxfordlearnersdictionaries.com/definition/academic/as2#as2__28
165,as in the case of,https://www.oxfordlearnersdictionaries.com/definition/academic/case#case__12
166,as it were,https://www.oxfordlearnersdictionaries.com/definition/academic/as3
167,as opposed to,https://www.oxfordlearnersdictionaries.com/definition/academic/opposed
168,as part of,https://www.oxfordlearnersdictionaries.com/definition/academic/part#part__15
169,as shown in,https://www.oxfordlearnersdictionaries.com/definition/academic/show1#show1__352
170,as to,https://www.oxfordlearnersdictionaries.com/definition/academic/as3
171,as we have seen,https://www.oxfordlearnersdictionaries.com/definition/academic/see#see__265
172,as we shall see,https://www.oxfordlearnersdictionaries.com/definition/academic/see#see__265
173,as well,https://www.oxfordlearnersdictionaries.com/definition/academic/well1
174,as well as,https://www.oxfordlearnersdictionaries.com/definition/academic/as3
175,as you can see,https://www.oxfordlearnersdictionaries.com/definition/academic/see#see__74
176,as you know,https://www.oxfordlearnersdictionaries.com/definition/academic/as3#as3__104
177,(as) a consequence of,https://www.oxfordlearnersdictionaries.com/definition/academic/consequence#consequence__15
178,(as) a form of,https://www.oxfordlearnersdictionaries.com/definition/academic/form1#form1__15
179,(as) a means of,https://www.oxfordlearnersdictionaries.com/definition/academic/means#means__15
180,(as) a source of,https://www.oxfordlearnersdictionaries.com/definition/academic/source1#source1__15
181,(as) a way of,https://www.oxfordlearnersdictionaries.com/definition/academic/way#way__15
182,(as/is) a function of,https://www.oxfordlearnersdictionaries.com/definition/academic/function1
183,aspect,https://www.oxfordlearnersdictionaries.com/definition/academic/aspect
184,aspect(s) of,https://www.oxfordlearnersdictionaries.com/definition/academic/aspect#aspect__15
185,assert,https://www.oxfordlearnersdictionaries.com/definition/academic/assert
186,assertion,https://www.oxfordlearnersdictionaries.com/definition/academic/assertion
187,assess,https://www.oxfordlearnersdictionaries.com/definition/academic/assess
188,assessment,https://www.oxfordlearnersdictionaries.com/definition/academic/assessment
189,assign,https://www.oxfordlearnersdictionaries.com/definition/academic/assign
190,associate,https://www.oxfordlearnersdictionaries.com/definition/academic/associate1
191,associated,https://www.oxfordlearnersdictionaries.com/definition/academic/associated
192,association,https://www.oxfordlearnersdictionaries.com/definition/academic/association
193,association between,https://www.oxfordlearnersdictionaries.com/definition/academic/association#association__19
194,assume,https://www.oxfordlearnersdictionaries.com/definition/academic/assume
195,assume that,https://www.oxfordlearnersdictionaries.com/definition/academic/assume#assume__53
196,assumption,https://www.oxfordlearnersdictionaries.com/definition/academic/assumption
197,at that point,https://www.oxfordlearnersdictionaries.com/definition/academic/point1#point1__86
198,at the beginning of,https://www.oxfordlearnersdictionaries.com/definition/academic/beginning#beginning__15
199,at the beginning/start (of),https://www.oxfordlearnersdictionaries.com/definition/academic/beginning#beginning__15
200,at the bottom of,https://www.oxfordlearnersdictionaries.com/definition/academic/bottom1#bottom1__15
201,at the end (of),https://www.oxfordlearnersdictionaries.com/definition/academic/end1#end1__15
202,at the expense of,https://www.oxfordlearnersdictionaries.com/definition/academic/expense
203,at the heart of,https://www.oxfordlearnersdictionaries.com/definition/academic/heart#heart__32
204,at the level of,https://www.oxfordlearnersdictionaries.com/definition/academic/level1#level1__369
205,at the same time,https://www.oxfordlearnersdictionaries.com/definition/academic/time1
206,at the top of,https://www.oxfordlearnersdictionaries.com/definition/academic/top1#top1__15
207,at this point,https://www.oxfordlearnersdictionaries.com/definition/academic/point1#point1__86
208,at this stage,https://www.oxfordlearnersdictionaries.com/definition/academic/stage1#stage1__15
209,attack,https://www.oxfordlearnersdictionaries.com/definition/academic/attack1
210,attack,https://www.oxfordlearnersdictionaries.com/definition/academic/attack2
211,attempt,https://www.oxfordlearnersdictionaries.com/definition/academic/attempt1
212,attempt,https://www.oxfordlearnersdictionaries.com/definition/academic/attempt2
213,attention,https://www.oxfordlearnersdictionaries.com/definition/academic/attention
214,attitude,https://www.oxfordlearnersdictionaries.com/definition/academic/attitude
215,attribute,https://www.oxfordlearnersdictionaries.com/definition/academic/attribute2
216,attribute,https://www.oxfordlearnersdictionaries.com/definition/academic/attribute1
217,author,https://www.oxfordlearnersdictionaries.com/definition/academic/author1
218,authority,https://www.oxfordlearnersdictionaries.com/definition/academic/authority
219,availability,https://www.oxfordlearnersdictionaries.com/definition/academic/availability
220,available,https://www.oxfordlearnersdictionaries.com/definition/academic/available
221,average,https://www.oxfordlearnersdictionaries.com/definition/academic/average1
222,average,https://www.oxfordlearnersdictionaries.com/definition/academic/average2
223,average,https://www.oxfordlearnersdictionaries.com/definition/academic/average3
224,avoid,https://www.oxfordlearnersdictionaries.com/definition/academic/avoid
225,aware,https://www.oxfordlearnersdictionaries.com/definition/academic/aware
226,awareness,https://www.oxfordlearnersdictionaries.com/definition/academic/awareness
227,back to that,https://www.oxfordlearnersdictionaries.com/definition/academic/back1#back1__21
228,background,https://www.oxfordlearnersdictionaries.com/definition/academic/background
229,balance,https://www.oxfordlearnersdictionaries.com/definition/academic/balance1
230,balance,https://www.oxfordlearnersdictionaries.com/definition/academic/balance2
231,barrier,https://www.oxfordlearnersdictionaries.com/definition/academic/barrier
232,base,https://www.oxfordlearnersdictionaries.com/definition/academic/base2
233,base,https://www.oxfordlearnersdictionaries.com/definition/academic/base1
234,based,https://www.oxfordlearnersdictionaries.com/definition/academic/based
235,based on the assumption that,https://www.oxfordlearnersdictionaries.com/definition/academic/assumption#assumption__15
236,basic,https://www.oxfordlearnersdictionaries.com/definition/academic/basic
237,basically,https://www.oxfordlearnersdictionaries.com/definition/academic/basically
238,basis,https://www.oxfordlearnersdictionaries.com/definition/academic/basis
239,basis for,https://www.oxfordlearnersdictionaries.com/definition/academic/basis#basis__84
240,be expected to,https://www.oxfordlearnersdictionaries.com/definition/academic/expect#expect__53
241,be looking at,https://www.oxfordlearnersdictionaries.com/definition/academic/look1
242,(be) due to the fact that,https://www.oxfordlearnersdictionaries.com/definition/academic/due1#due1__14
243,(be) regarded as,https://www.oxfordlearnersdictionaries.com/definition/academic/regard1#regard1__55
244,(be/is) due to,https://www.oxfordlearnersdictionaries.com/definition/academic/due-to
245,because,https://www.oxfordlearnersdictionaries.com/definition/academic/because
246,because of,https://www.oxfordlearnersdictionaries.com/definition/academic/because-of
247,become,https://www.oxfordlearnersdictionaries.com/definition/academic/become
248,been talking about,https://www.oxfordlearnersdictionaries.com/definition/academic/talk1#talk1__53
249,begin,https://www.oxfordlearnersdictionaries.com/definition/academic/begin
250,beginning,https://www.oxfordlearnersdictionaries.com/definition/academic/beginning
251,behave,https://www.oxfordlearnersdictionaries.com/definition/academic/behave
252,behaviour,https://www.oxfordlearnersdictionaries.com/definition/academic/behaviour
253,belief,https://www.oxfordlearnersdictionaries.com/definition/academic/belief
254,below,https://www.oxfordlearnersdictionaries.com/definition/academic/below2
255,below,https://www.oxfordlearnersdictionaries.com/definition/academic/below1
256,beneficial,https://www.oxfordlearnersdictionaries.com/definition/academic/beneficial
257,beneficiary,https://www.oxfordlearnersdictionaries.com/definition/academic/beneficiary
258,benefit,https://www.oxfordlearnersdictionaries.com/definition/academic/benefit1
259,benefit,https://www.oxfordlearnersdictionaries.com/definition/academic/benefit2
260,between,https://www.oxfordlearnersdictionaries.com/definition/academic/between1
261,beyond,https://www.oxfordlearnersdictionaries.com/definition/academic/beyond2
262,beyond,https://www.oxfordlearnersdictionaries.com/definition/academic/beyond1
263,beyond the scope of (this book/article/chapter),https://www.oxfordlearnersdictionaries.com/definition/academic/scope#scope__49
264,bias,https://www.oxfordlearnersdictionaries.com/definition/academic/bias1
265,bias,https://www.oxfordlearnersdictionaries.com/definition/academic/bias2
266,body,https://www.oxfordlearnersdictionaries.com/definition/academic/body
267,briefly,https://www.oxfordlearnersdictionaries.com/definition/academic/briefly
268,broad,https://www.oxfordlearnersdictionaries.com/definition/academic/broad
269,broadly,https://www.oxfordlearnersdictionaries.com/definition/academic/broadly
270,burden,https://www.oxfordlearnersdictionaries.com/definition/academic/burden1
271,but in fact,https://www.oxfordlearnersdictionaries.com/definition/academic/fact
272,by a factor of,https://www.oxfordlearnersdictionaries.com/definition/academic/factor1#factor1__241
273,by means of,https://www.oxfordlearnersdictionaries.com/definition/academic/means#means__15
274,by the end of,https://www.oxfordlearnersdictionaries.com/definition/academic/end1#end1__15
275,by the way,https://www.oxfordlearnersdictionaries.com/definition/academic/way
276,(by/from) the fact that,https://www.oxfordlearnersdictionaries.com/definition/academic/fact#fact__254
277,(by/with) the use of,https://www.oxfordlearnersdictionaries.com/definition/academic/use1#use1__53
278,call,https://www.oxfordlearnersdictionaries.com/definition/academic/call1
279,can,https://www.oxfordlearnersdictionaries.com/definition/academic/can1
280,can be applied to,https://www.oxfordlearnersdictionaries.com/definition/academic/apply#apply__195
281,can be described/explained in terms of,https://www.oxfordlearnersdictionaries.com/definition/academic/describe#describe__537
282,can be found in,https://www.oxfordlearnersdictionaries.com/definition/academic/find1#find1__190
283,can be seen (as/in),https://www.oxfordlearnersdictionaries.com/definition/academic/see#see__74
284,can be used to,https://www.oxfordlearnersdictionaries.com/definition/academic/use1#use1__53
285,(can) be thought of as,https://www.oxfordlearnersdictionaries.com/definition/academic/think
286,can/may lead to,https://www.oxfordlearnersdictionaries.com/definition/academic/lead1
287,capability,https://www.oxfordlearnersdictionaries.com/definition/academic/capability
288,capable,https://www.oxfordlearnersdictionaries.com/definition/academic/capable
289,capacity,https://www.oxfordlearnersdictionaries.com/definition/academic/capacity
290,care,https://www.oxfordlearnersdictionaries.com/definition/academic/care1
291,case,https://www.oxfordlearnersdictionaries.com/definition/academic/case
292,categorize,https://www.oxfordlearnersdictionaries.com/definition/academic/categorize
293,category,https://www.oxfordlearnersdictionaries.com/definition/academic/category
294,causal,https://www.oxfordlearnersdictionaries.com/definition/academic/causal
295,causation,https://www.oxfordlearnersdictionaries.com/definition/academic/causation
296,cause,https://www.oxfordlearnersdictionaries.com/definition/academic/cause2
297,cause,https://www.oxfordlearnersdictionaries.com/definition/academic/cause1
298,caused by,https://www.oxfordlearnersdictionaries.com/definition/academic/cause1#cause1__53
299,central,https://www.oxfordlearnersdictionaries.com/definition/academic/central
300,centralize,https://www.oxfordlearnersdictionaries.com/definition/academic/centralize
301,centre,https://www.oxfordlearnersdictionaries.com/definition/academic/centre1
302,centre,https://www.oxfordlearnersdictionaries.com/definition/academic/centre2
303,century,https://www.oxfordlearnersdictionaries.com/definition/academic/century
304,certain,https://www.oxfordlearnersdictionaries.com/definition/academic/certain1
305,certainty,https://www.oxfordlearnersdictionaries.com/definition/academic/certainty
306,chain,https://www.oxfordlearnersdictionaries.com/definition/academic/chain
307,challenge,https://www.oxfordlearnersdictionaries.com/definition/academic/challenge1
308,challenge,https://www.oxfordlearnersdictionaries.com/definition/academic/challenge2
309,change,https://www.oxfordlearnersdictionaries.com/definition/academic/change1
310,change,https://www.oxfordlearnersdictionaries.com/definition/academic/change2
311,channel,https://www.oxfordlearnersdictionaries.com/definition/academic/channel1
312,character,https://www.oxfordlearnersdictionaries.com/definition/academic/character
313,characteristic,https://www.oxfordlearnersdictionaries.com/definition/academic/characteristic2
314,characteristic,https://www.oxfordlearnersdictionaries.com/definition/academic/characteristic1
315,characteristics of,https://www.oxfordlearnersdictionaries.com/definition/academic/characteristic1#characteristic1__15
316,characterization,https://www.oxfordlearnersdictionaries.com/definition/academic/characterization
317,characterize,https://www.oxfordlearnersdictionaries.com/definition/academic/characterize
318,characterized by,https://www.oxfordlearnersdictionaries.com/definition/academic/characterize#characterize__63
319,choice,https://www.oxfordlearnersdictionaries.com/definition/academic/choice
320,choose,https://www.oxfordlearnersdictionaries.com/definition/academic/choose
321,circumstance,https://www.oxfordlearnersdictionaries.com/definition/academic/circumstance
322,cite,https://www.oxfordlearnersdictionaries.com/definition/academic/cite
323,claim,https://www.oxfordlearnersdictionaries.com/definition/academic/claim1
324,claim,https://www.oxfordlearnersdictionaries.com/definition/academic/claim2
325,claim that,https://www.oxfordlearnersdictionaries.com/definition/academic/claim1#claim1__15
326,class,https://www.oxfordlearnersdictionaries.com/definition/academic/class1
327,classic,https://www.oxfordlearnersdictionaries.com/definition/academic/classic1
328,classic,https://www.oxfordlearnersdictionaries.com/definition/academic/classic2
329,classical,https://www.oxfordlearnersdictionaries.com/definition/academic/classical
330,classification,https://www.oxfordlearnersdictionaries.com/definition/academic/classification
331,classify,https://www.oxfordlearnersdictionaries.com/definition/academic/classify
332,clear,https://www.oxfordlearnersdictionaries.com/definition/academic/clear1
333,clearly,https://www.oxfordlearnersdictionaries.com/definition/academic/clearly
334,climate,https://www.oxfordlearnersdictionaries.com/definition/academic/climate
335,closely,https://www.oxfordlearnersdictionaries.com/definition/academic/closely
336,code,https://www.oxfordlearnersdictionaries.com/definition/academic/code1
337,code,https://www.oxfordlearnersdictionaries.com/definition/academic/code2
338,column,https://www.oxfordlearnersdictionaries.com/definition/academic/column
339,combination,https://www.oxfordlearnersdictionaries.com/definition/academic/combination
340,combine,https://www.oxfordlearnersdictionaries.com/definition/academic/combine
341,come back to (that),https://www.oxfordlearnersdictionaries.com/definition/academic/come
342,commercial,https://www.oxfordlearnersdictionaries.com/definition/academic/commercial1
343,commit,https://www.oxfordlearnersdictionaries.com/definition/academic/commit
344,commitment,https://www.oxfordlearnersdictionaries.com/definition/academic/commitment
345,common,https://www.oxfordlearnersdictionaries.com/definition/academic/common1
346,commonly,https://www.oxfordlearnersdictionaries.com/definition/academic/commonly
347,communicate,https://www.oxfordlearnersdictionaries.com/definition/academic/communicate
348,communication,https://www.oxfordlearnersdictionaries.com/definition/academic/communication
349,community,https://www.oxfordlearnersdictionaries.com/definition/academic/community
350,comparable,https://www.oxfordlearnersdictionaries.com/definition/academic/comparable
351,comparative,https://www.oxfordlearnersdictionaries.com/definition/academic/comparative1
352,compare,https://www.oxfordlearnersdictionaries.com/definition/academic/compare
353,compared with/to,https://www.oxfordlearnersdictionaries.com/definition/academic/compare#compare__146
354,comparison,https://www.oxfordlearnersdictionaries.com/definition/academic/comparison
355,compete,https://www.oxfordlearnersdictionaries.com/definition/academic/compete
356,competition,https://www.oxfordlearnersdictionaries.com/definition/academic/competition
357,completely,https://www.oxfordlearnersdictionaries.com/definition/academic/completely
358,complex,https://www.oxfordlearnersdictionaries.com/definition/academic/complex1
359,complex,https://www.oxfordlearnersdictionaries.com/definition/academic/complex2
360,complexity,https://www.oxfordlearnersdictionaries.com/definition/academic/complexity
361,component,https://www.oxfordlearnersdictionaries.com/definition/academic/component
362,composition,https://www.oxfordlearnersdictionaries.com/definition/academic/composition
363,comprehensive,https://www.oxfordlearnersdictionaries.com/definition/academic/comprehensive
364,comprise,https://www.oxfordlearnersdictionaries.com/definition/academic/comprise
365,conceive,https://www.oxfordlearnersdictionaries.com/definition/academic/conceive
366,concentrate,https://www.oxfordlearnersdictionaries.com/definition/academic/concentrate1
367,concept,https://www.oxfordlearnersdictionaries.com/definition/academic/concept
368,conception,https://www.oxfordlearnersdictionaries.com/definition/academic/conception
369,conceptual,https://www.oxfordlearnersdictionaries.com/definition/academic/conceptual
370,conceptualize,https://www.oxfordlearnersdictionaries.com/definition/academic/conceptualize
371,concern,https://www.oxfordlearnersdictionaries.com/definition/academic/concern2
372,concern,https://www.oxfordlearnersdictionaries.com/definition/academic/concern1
373,concerned with,https://www.oxfordlearnersdictionaries.com/definition/academic/concern1#concern1__72
374,conclude,https://www.oxfordlearnersdictionaries.com/definition/academic/conclude
375,conclusion,https://www.oxfordlearnersdictionaries.com/definition/academic/conclusion
376,condition,https://www.oxfordlearnersdictionaries.com/definition/academic/condition1
377,conditional,https://www.oxfordlearnersdictionaries.com/definition/academic/conditional
378,conduct,https://www.oxfordlearnersdictionaries.com/definition/academic/conduct2
